// for mobs
// mob_id,sprite_id,equip #
// Use another mob's sprite for a monster.  0 for sprite will disable mob.
// Mob must have an equipment it's pet counterpart can use or it will cause problems.  If no equip use 0.
// The following if a player sprite is used
// MobID,SpriteID,Sex,Hair,Hair_Color,Weapon,Shield,Head_Top,Head_Middle,Head_Bottom,Option,Dye_Color
// Use Item ID for weapons and shields, not View ID.

//1002,1039	//Poring,Baphomet (Make Porings look like Baphomet)
//1970,1002,10013	// new mob that looks like a Poring with a backpack

// Easter Event Monsters
//1920,1047,0
//1921,1093,0

// eAthena Dev Team
// Valaris
//1900,4013,1,1,1,1254,0,67,12,54,16,1
// Valaris Worshiper
//1901,6,1,1,1,1219,2101,67,12,54,0,1
// MC Cameri
//1902,14,1,6,6,1101,2105,0,0,0,32,3
// Poki#3
//1903,4012,1,21,0,1720,0,102,184,57,16,0
// Sentry
//1904,1286,0

// iRO Halloween Event 2008
//3000,1015,0
//3001,1036,0
//3002,1298,0

// iRO Halloween Event 2009
//3014,1179,0
//3015,1272,0
//===== Fake Player mob_avail Append ==========================
//= Append this block to db/mob_avail.txt
//= Format: MobID,SpriteID,Sex,Hair,Hair_Color,Weapon,Shield,Head_Top,Head_Middle,Head_Bottom,Option,Dye_Color
//============================================================
// START FAKE PLAYER MOB AVAIL
2525,25,0,7,2,1201,0,0,0,0,0,0
2526,4001,1,9,5,0,0,0,0,0,0,3
2527,4002,0,11,6,0,2101,0,0,0,0,2
2528,4003,1,4,6,0,0,0,0,0,0,3
2529,4004,0,1,1,1701,0,0,0,0,0,0
2530,4005,1,10,4,1516,2101,0,0,0,0,2
2531,4006,0,4,4,0,2101,0,0,0,0,3
2532,4007,0,12,1,1251,0,0,0,0,0,0
2533,4008,1,17,0,0,0,0,0,0,0,2
2534,4009,0,12,5,0,0,0,0,0,0,2
2535,4010,0,3,3,1601,0,0,0,0,0,2
2536,4011,0,6,8,1204,2101,0,0,0,0,1
2537,4012,1,16,7,1701,0,0,0,0,0,3
2538,4013,1,14,7,1204,0,0,0,0,0,2
2539,4014,0,18,2,1101,2101,0,0,0,0,0
2540,4015,1,6,0,0,0,0,0,0,0,1
2541,4016,0,9,7,1516,0,0,0,0,0,0
2542,4017,0,17,2,1604,0,0,0,0,0,1
2543,4018,1,18,1,1204,0,0,0,0,0,3
2544,4019,1,1,1,0,0,0,0,0,0,3
2545,4020,1,5,3,0,0,0,0,0,0,1
2546,4021,0,13,5,0,0,0,0,0,0,1
2547,4022,1,16,7,0,0,0,0,0,0,2
2548,4023,1,15,4,0,0,0,0,0,0,0
2549,4024,0,19,7,0,0,0,0,0,0,1
2550,4025,1,20,7,1601,0,0,0,0,0,2
2551,4026,0,3,0,0,0,0,0,0,0,3
2552,4027,1,18,8,1516,2101,0,0,0,0,3
2553,4028,1,2,6,1204,2101,0,0,0,0,0
2554,4029,0,6,7,1201,0,0,0,0,0,0
2555,4030,1,12,5,0,0,0,0,0,0,1
2556,4031,1,4,5,1516,0,0,0,0,0,3
2557,4032,0,13,2,1601,0,0,0,0,0,1
2558,4033,0,6,1,1301,2101,0,0,0,0,2
2559,4034,1,20,4,1701,0,0,0,0,0,1
2560,4035,1,9,5,1204,0,0,0,0,0,2
2561,4036,1,15,1,1451,2101,0,0,0,0,2
2562,4037,1,2,7,1101,0,0,0,0,0,3
2563,4038,1,15,6,1801,2101,0,0,0,0,2
2564,4039,1,4,2,0,0,0,0,0,0,3
2565,4040,1,16,0,1201,0,0,0,0,0,1
2566,4041,1,4,8,1204,2101,0,0,0,0,0
2567,4042,0,11,5,0,0,0,0,0,0,0
2568,4043,0,11,5,1950,0,0,0,0,0,1
2569,4044,0,11,5,1451,0,0,0,0,0,0
2570,4045,1,8,1,1201,2101,0,0,0,0,1
2571,4046,1,9,1,0,0,0,0,0,0,3
2572,4047,1,2,8,1451,0,0,0,0,0,1
2573,4048,0,20,7,1451,2101,0,0,0,0,2
2574,4049,0,7,3,1604,0,0,0,0,0,2
// END FAKE PLAYER MOB AVAIL
//===== Fake Player mob_avail Append ==========================
//= Append this block to db/mob_avail.txt
//= Format: MobID,SpriteID,Sex,Hair,Hair_Color,Weapon,Shield,Head_Top,Head_Middle,Head_Bottom,Option,Dye_Color
//= Generated by generate_market_vendors.py mob-safe v2
//============================================================
// START FAKE PLAYER MOB AVAIL V2
2600,0,1,15,2,0,0,0,0,0,0,0
2601,0,1,15,4,0,0,0,0,0,0,1
2602,0,1,19,8,0,0,0,0,0,0,1
2603,1,1,13,7,1101,0,0,0,0,0,1
2604,1,0,19,2,1401,0,0,0,0,0,1
2605,1,1,8,7,1101,0,0,0,0,0,1
2606,2,0,9,8,1601,0,0,0,0,0,2
2607,2,1,11,1,1604,0,0,0,0,0,0
2608,2,1,20,6,1601,0,0,0,0,0,2
2609,3,0,1,0,0,0,0,0,0,0,0
2610,3,1,6,6,1701,0,0,0,0,0,2
2611,3,0,3,1,0,0,0,0,0,0,3
2612,4,0,15,2,1501,2101,0,0,0,0,0
2613,4,1,9,7,1501,0,0,0,0,0,3
2614,4,0,15,6,1516,2101,0,0,0,0,3
2615,5,1,15,8,1301,0,0,0,0,0,1
2616,5,0,13,6,1201,2101,0,0,0,0,0
2617,5,1,12,6,1351,0,0,0,0,0,0
2618,6,0,10,1,0,0,0,0,0,0,0
2619,6,0,8,6,1204,0,0,0,0,0,2
2620,6,0,11,6,0,0,0,0,0,0,2
2621,7,0,13,6,0,0,0,0,0,0,1
2622,7,1,13,4,1162,2101,0,0,0,0,2
2623,7,0,9,6,1401,0,0,0,0,0,0
2624,8,0,16,7,1516,0,0,0,0,0,0
2625,8,0,12,5,0,0,0,0,0,0,2
2626,8,0,10,4,1501,0,0,0,0,0,0
2627,9,1,16,7,1604,0,0,0,0,0,3
2628,9,1,15,5,0,0,0,0,0,0,2
2629,9,0,6,4,0,0,0,0,0,0,3
2630,10,0,17,3,1204,2101,0,0,0,0,1
2631,10,0,7,8,1201,2101,0,0,0,0,1
2632,10,1,12,8,0,0,0,0,0,0,2
2633,11,0,5,3,0,0,0,0,0,0,1
2634,11,0,8,6,1701,0,0,0,0,0,3
2635,11,0,13,7,0,0,0,0,0,0,2
2636,12,1,8,1,1251,0,0,0,0,0,0
2637,12,1,15,3,1254,0,0,0,0,0,0
2638,12,0,15,8,1204,0,0,0,0,0,3
2639,13,1,2,6,1162,2101,0,0,0,0,0
2640,13,1,1,2,1162,2101,0,0,0,0,2
2641,13,0,3,6,1162,2101,0,0,0,0,0
2642,14,0,13,2,1401,0,0,0,0,0,1
2643,14,1,14,4,1451,2101,0,0,0,0,3
2644,14,1,9,5,1162,2101,0,0,0,0,2
2645,15,1,20,8,1516,0,0,0,0,0,2
2646,15,0,6,8,1801,2101,0,0,0,0,3
2647,15,1,10,1,1801,0,0,0,0,0,1
2648,16,1,20,0,0,0,0,0,0,0,1
2649,16,0,9,8,0,0,0,0,0,0,3
2650,16,1,3,0,1601,0,0,0,0,0,0
2651,17,0,11,5,1254,0,0,0,0,0,0
2652,17,0,4,2,1254,0,0,0,0,0,1
2653,17,1,9,1,1251,0,0,0,0,0,3
2654,18,0,7,7,1351,2101,0,0,0,0,2
2655,18,0,12,0,1201,2101,0,0,0,0,1
2656,18,0,14,0,1201,0,0,0,0,0,1
2657,19,1,16,0,0,0,0,0,0,0,0
2658,19,1,20,3,0,0,0,0,0,0,1
2659,19,1,12,1,1950,0,0,0,0,0,0
2660,20,0,16,7,1950,0,0,0,0,0,0
2661,20,0,12,3,1901,0,0,0,0,0,3
2662,20,0,1,6,1901,0,0,0,0,0,2
2663,21,0,16,1,1162,2101,0,0,0,0,3
2664,21,1,2,8,1162,2101,0,0,0,0,2
2665,21,0,8,2,1162,2101,0,0,0,0,3
2666,22,1,4,7,0,0,0,0,0,0,0
2667,22,1,11,2,0,0,0,0,0,0,3
2668,22,0,17,8,0,0,0,0,0,0,1
2669,23,1,14,6,1301,0,0,0,0,0,1
2670,23,0,5,4,1301,0,0,0,0,0,2
2671,23,1,8,8,0,0,0,0,0,0,3
2672,24,0,6,5,0,0,0,0,0,0,3
2673,24,0,2,6,1701,0,0,0,0,0,0
2674,24,0,3,4,1701,0,0,0,0,0,2
2675,25,1,3,3,1254,0,0,0,0,0,3
2676,25,1,5,6,1251,0,0,0,0,0,0
2677,25,0,8,6,1204,0,0,0,0,0,1
2678,4001,1,13,0,0,0,0,0,0,0,3
2679,4001,0,8,8,0,0,0,0,0,0,0
2680,4001,1,3,2,0,0,0,0,0,0,2
2681,4002,1,18,3,1401,2101,0,0,0,0,2
2682,4002,1,15,4,1401,0,0,0,0,0,3
2683,4002,0,8,1,1451,2101,0,0,0,0,3
2684,4003,0,3,1,1604,0,0,0,0,0,3
2685,4003,1,13,8,1604,0,0,0,0,0,3
2686,4003,0,13,0,0,0,0,0,0,0,0
2687,4004,0,13,1,0,0,0,0,0,0,2
2688,4004,1,4,6,1701,0,0,0,0,0,3
2689,4004,1,8,6,1701,0,0,0,0,0,2
2690,4005,0,18,3,1801,0,0,0,0,0,0
2691,4005,0,16,1,1801,2101,0,0,0,0,2
2692,4005,0,7,5,1501,2101,0,0,0,0,0
2693,4006,1,8,8,1351,0,0,0,0,0,2
2694,4006,0,20,2,1301,2101,0,0,0,0,1
2695,4006,0,2,0,1301,0,0,0,0,0,3
2696,4007,1,4,8,1251,0,0,0,0,0,0
2697,4007,1,2,4,1251,0,0,0,0,0,2
2698,4007,0,10,0,1204,0,0,0,0,0,0
2699,4008,1,11,5,1401,2101,0,0,0,0,0
2700,4008,1,2,3,1401,2101,0,0,0,0,2
2701,4008,0,4,6,1451,2101,0,0,0,0,1
2702,4009,1,17,3,1501,0,0,0,0,0,3
2703,4009,1,20,5,1501,0,0,0,0,0,2
2704,4009,0,8,1,1801,2101,0,0,0,0,2
2705,4010,0,18,2,1604,0,0,0,0,0,0
2706,4010,0,2,3,1601,0,0,0,0,0,1
2707,4010,1,14,4,0,0,0,0,0,0,0
2708,4011,0,16,7,1201,2101,0,0,0,0,1
2709,4011,1,2,2,1351,2101,0,0,0,0,0
2710,4011,1,18,2,1201,0,0,0,0,0,0
2711,4012,1,4,7,1701,0,0,0,0,0,0
2712,4012,0,12,2,1701,0,0,0,0,0,1
2713,4012,1,17,3,0,0,0,0,0,0,2
2714,4013,0,8,4,1254,0,0,0,0,0,1
2715,4013,0,6,5,1251,0,0,0,0,0,1
2716,4013,0,17,5,1201,0,0,0,0,0,3
2717,4014,0,7,8,1451,2101,0,0,0,0,0
2718,4014,1,8,5,1401,0,0,0,0,0,0
2719,4014,1,7,7,1401,0,0,0,0,0,1
2720,4015,0,6,0,1162,0,0,0,0,0,3
2721,4015,1,4,6,1451,0,0,0,0,0,1
2722,4015,0,2,7,1162,2101,0,0,0,0,2
2723,4016,0,1,7,1801,0,0,0,0,0,0
2724,4016,0,17,3,1801,0,0,0,0,0,2
2725,4016,0,17,0,1516,2101,0,0,0,0,2
2726,4017,0,3,6,1601,0,0,0,0,0,3
2727,4017,0,3,1,0,0,0,0,0,0,0
2728,4017,1,19,3,1601,0,0,0,0,0,1
2729,4018,0,1,2,1254,0,0,0,0,0,1
2730,4018,1,7,7,1204,0,0,0,0,0,1
2731,4018,1,4,2,1251,0,0,0,0,0,0
2732,4019,1,13,4,1351,0,0,0,0,0,3
2733,4019,0,18,8,1201,2101,0,0,0,0,1
2734,4019,0,10,6,1201,2101,0,0,0,0,2
2735,4020,1,17,4,1901,0,0,0,0,0,1
2736,4020,1,11,8,0,0,0,0,0,0,1
2737,4020,1,7,8,1901,0,0,0,0,0,1
2738,4021,0,17,2,1901,0,0,0,0,0,0
2739,4021,0,4,2,1950,0,0,0,0,0,0
2740,4021,0,5,0,0,0,0,0,0,0,3
2741,4022,0,10,3,1401,2101,0,0,0,0,0
2742,4022,1,3,3,1101,0,0,0,0,0,3
2743,4022,1,13,1,1101,0,0,0,0,0,1
2744,4023,1,16,4,0,0,0,0,0,0,3
2745,4023,0,7,1,0,0,0,0,0,0,2
2746,4023,1,2,4,0,0,0,0,0,0,1
2747,4024,1,19,6,1162,0,0,0,0,0,3
2748,4024,0,13,1,1101,0,0,0,0,0,0
2749,4024,1,12,6,1101,0,0,0,0,0,1
2750,4025,1,8,1,0,0,0,0,0,0,0
2751,4025,1,8,5,0,0,0,0,0,0,2
2752,4025,1,20,7,0,0,0,0,0,0,2
2753,4026,1,12,0,0,0,0,0,0,0,1
2754,4026,0,6,4,1701,0,0,0,0,0,3
2755,4026,1,19,1,0,0,0,0,0,0,1
2756,4027,1,15,0,1501,2101,0,0,0,0,3
2757,4027,1,11,4,0,2101,0,0,0,0,2
2758,4027,0,16,3,0,0,0,0,0,0,0
2759,4028,0,12,8,1201,2101,0,0,0,0,2
2760,4028,1,8,5,1351,2101,0,0,0,0,3
2761,4028,1,8,6,0,0,0,0,0,0,3
2762,4029,0,12,8,1204,0,0,0,0,0,3
2763,4029,0,5,8,0,0,0,0,0,0,3
2764,4029,0,1,1,1251,0,0,0,0,0,1
2765,4030,1,16,6,1451,2101,0,0,0,0,0
2766,4030,1,14,8,1451,2101,0,0,0,0,2
2767,4030,1,13,5,1451,0,0,0,0,0,2
2768,4031,1,19,4,1501,0,0,0,0,0,3
2769,4031,0,9,6,1516,2101,0,0,0,0,2
2770,4031,1,10,2,1501,0,0,0,0,0,0
2771,4032,0,12,5,1601,0,0,0,0,0,1
2772,4032,0,7,3,1601,0,0,0,0,0,1
2773,4032,0,6,8,1601,0,0,0,0,0,2
2774,4033,1,13,3,0,0,0,0,0,0,2
2775,4033,1,8,6,1201,2101,0,0,0,0,1
2776,4033,1,6,3,1204,0,0,0,0,0,1
2777,4034,0,7,2,1701,0,0,0,0,0,3
2778,4034,1,14,1,1701,0,0,0,0,0,0
2779,4034,0,2,7,1701,0,0,0,0,0,1
2780,4035,1,1,6,0,0,0,0,0,0,1
2781,4035,1,20,4,1254,0,0,0,0,0,3
2782,4035,0,4,0,0,0,0,0,0,0,2
2783,4036,0,13,0,1101,0,0,0,0,0,0
2784,4036,1,18,0,1451,2101,0,0,0,0,1
2785,4036,1,3,8,1162,2101,0,0,0,0,1
2786,4037,0,5,2,1401,0,0,0,0,0,0
2787,4037,1,14,3,1451,0,0,0,0,0,3
2788,4037,1,15,1,1401,2101,0,0,0,0,3
2789,4038,0,18,2,0,2101,0,0,0,0,3
2790,4038,1,16,7,1501,0,0,0,0,0,2
2791,4038,1,2,0,1501,0,0,0,0,0,2
2792,4039,1,3,0,0,0,0,0,0,0,0
2793,4039,1,15,7,0,0,0,0,0,0,2
2794,4039,0,7,4,0,0,0,0,0,0,3
2795,4040,1,7,2,1254,0,0,0,0,0,2
2796,4040,1,19,2,0,0,0,0,0,0,3
2797,4040,0,2,5,1201,0,0,0,0,0,0
2798,4041,1,18,4,1204,2101,0,0,0,0,1
2799,4041,0,10,8,1301,2101,0,0,0,0,3
2800,4041,1,15,0,1301,0,0,0,0,0,0
2801,4042,0,18,2,0,0,0,0,0,0,1
2802,4042,1,7,0,0,0,0,0,0,0,0
2803,4042,1,14,4,1950,0,0,0,0,0,2
2804,4043,1,8,6,1901,0,0,0,0,0,3
2805,4043,0,3,6,1950,0,0,0,0,0,3
2806,4043,1,3,6,1950,0,0,0,0,0,2
2807,4044,1,12,2,1162,2101,0,0,0,0,0
2808,4044,1,7,3,1162,0,0,0,0,0,0
2809,4044,0,19,6,0,2101,0,0,0,0,2
2810,4045,1,15,0,1204,2101,0,0,0,0,3
2811,4045,0,15,4,1201,2101,0,0,0,0,2
2812,4045,0,9,6,1201,0,0,0,0,0,2
2813,4046,0,6,1,0,0,0,0,0,0,2
2814,4046,1,11,2,0,0,0,0,0,0,1
2815,4046,0,15,3,0,0,0,0,0,0,2
2816,4047,0,10,5,1162,0,0,0,0,0,3
2817,4047,0,2,6,1162,2101,0,0,0,0,2
2818,4047,0,20,5,1162,0,0,0,0,0,1
2819,4048,1,1,6,1162,0,0,0,0,0,3
2820,4048,1,12,1,0,2101,0,0,0,0,0
2821,4048,0,6,2,1162,2101,0,0,0,0,2
2822,4049,1,4,1,1604,0,0,0,0,0,2
2823,4049,0,5,5,1601,0,0,0,0,0,2
2824,4049,0,16,8,1604,0,0,0,0,0,0
// END FAKE PLAYER MOB AVAIL V2
//===== Fake Player mob_avail Append ==========================
//= Append this block to db/mob_avail.txt
//= Format: MobID,SpriteID,Sex,Hair,Hair_Color,Weapon,Shield,Head_Top,Head_Middle,Head_Bottom,Option,Dye_Color
//= Generated by generate_market_vendors.py mob-safe v3
//============================================================
// START FAKE PLAYER MOB AVAIL V3
2200,0,1,16,7,0,0,0,0,0,0,1
2201,0,1,9,2,0,0,0,0,0,0,3
2202,0,1,13,6,0,0,0,0,0,0,3
2203,0,1,16,2,0,0,102,0,0,0,1
2204,1,0,5,0,1101,0,0,0,0,0,1
2205,1,1,5,6,0,0,0,0,0,0,2
2206,1,1,9,7,1101,0,0,0,0,0,0
2207,1,1,17,4,1162,2101,0,0,0,0,3
2208,2,0,1,2,0,0,0,0,0,0,2
2209,2,0,18,7,1601,0,0,0,0,0,1
2210,2,1,9,7,1601,0,0,0,0,0,1
2211,2,0,8,7,1604,0,0,0,0,0,2
2212,3,1,4,0,1701,0,0,0,0,0,0
2213,3,1,18,2,1715,0,67,0,54,0,2
2214,3,0,3,1,1715,0,67,0,0,0,2
2215,3,0,16,1,0,0,0,0,0,16,2
2216,4,1,4,8,1501,2101,0,0,0,0,0
2217,4,0,6,8,1516,2101,0,0,0,0,1
2218,4,1,15,5,0,0,0,0,0,0,2
2219,4,0,2,3,1501,0,0,0,0,0,0
2220,5,0,5,6,1351,2101,0,0,0,0,0
2221,5,0,13,1,1201,0,0,12,0,128,1
2222,5,0,1,6,1204,0,0,0,0,1024,3
2223,5,1,8,1,1301,2101,0,184,54,128,0
2224,6,1,12,8,1204,0,0,0,0,0,2
2225,6,1,2,2,0,0,0,0,0,0,3
2226,6,1,4,5,1204,0,0,0,0,0,3
2227,6,1,4,2,1254,0,67,0,0,0,0
2228,7,1,16,4,1162,2101,0,0,0,0,2
2229,13,0,16,7,1101,2101,0,0,0,32,1
2230,13,1,10,1,1401,0,0,0,0,32,1
2231,13,0,10,1,1162,2101,0,0,0,32,0
2232,8,0,11,5,0,2101,0,0,0,0,1
2233,8,0,5,7,1516,0,0,0,0,0,2
2234,8,0,7,7,1801,0,0,0,0,0,2
2235,8,0,3,6,1501,0,0,0,0,0,0
2236,9,0,1,2,1601,0,0,0,0,0,2
2237,9,0,3,6,1601,0,0,0,0,0,2
2238,9,0,2,5,1604,0,0,0,0,0,1
2239,9,0,13,4,1604,0,0,0,0,0,2
2240,10,0,7,4,1351,2101,0,0,0,0,0
2241,10,1,12,4,1204,0,0,0,0,8,1
2242,10,0,4,8,1301,2101,0,0,0,512,1
2243,10,1,17,8,1301,0,0,0,0,8,2
2244,11,0,9,3,1701,0,0,0,0,0,0
2245,11,1,2,8,0,0,67,0,0,0,0
2246,11,1,12,0,1715,0,67,0,0,0,2
2247,11,0,14,1,0,0,0,0,0,0,3
2248,12,1,2,8,1201,0,0,184,54,0,3
2249,12,0,12,1,1204,0,0,0,0,0,3
2250,12,1,17,4,1204,0,0,0,0,0,3
2251,12,0,4,7,0,0,0,12,0,0,2
2252,13,1,20,2,1451,0,0,12,0,32,0
2253,13,1,4,8,1162,0,0,0,0,32,0
2254,13,1,9,7,1401,2101,0,0,0,32,1
2255,13,0,2,7,1401,2101,0,0,0,32,0
2256,14,0,7,5,1101,2101,102,0,0,0,0
2257,21,0,20,2,1451,0,67,0,0,32,1
2258,21,0,2,0,1401,0,0,0,0,32,3
2259,21,0,14,4,1401,0,67,0,0,32,0
2260,15,1,13,8,1516,2101,67,0,0,0,2
2261,15,0,9,6,1516,0,67,0,0,0,2
2262,15,1,2,0,1501,2101,0,0,0,0,2
2263,15,1,19,8,1501,2101,0,0,0,0,1
2264,16,1,18,7,0,0,57,0,54,0,2
2265,16,0,8,3,0,0,0,0,0,0,3
2266,16,0,9,0,1604,0,0,0,0,0,3
2267,16,1,2,2,1604,0,0,0,0,0,0
2268,17,0,17,1,1201,0,0,0,0,0,1
2269,17,0,3,5,1201,0,0,0,0,0,1
2270,17,0,12,2,1201,0,57,184,0,0,2
2271,17,1,13,3,1204,0,0,12,0,0,1
2272,18,0,17,5,1201,0,57,0,0,128,3
2273,18,0,11,0,0,0,0,0,0,1024,3
2274,18,1,3,2,1351,2101,0,0,0,512,0
2275,18,0,18,4,0,0,0,0,0,256,2
2276,19,1,16,1,0,0,0,0,0,0,3
2277,19,1,18,7,1902,0,0,0,0,0,1
2278,19,1,12,5,0,0,0,0,0,0,3
2279,19,1,16,3,0,0,0,0,0,0,3
2280,20,0,19,3,1950,0,67,0,0,0,1
2281,20,0,16,3,1951,0,0,0,0,0,3
2282,20,0,4,2,1950,0,0,0,0,0,0
2283,20,0,9,6,1951,0,0,0,0,0,2
2284,21,1,13,7,1162,2101,0,0,0,32,1
2285,21,0,4,5,0,2101,0,0,0,32,1
2286,21,0,4,6,0,0,0,0,0,32,1
2287,21,0,2,6,1162,2101,0,12,54,32,0
2288,22,0,15,2,0,0,0,0,0,0,0
2289,22,0,7,3,0,0,0,0,0,0,0
2290,22,0,17,3,0,0,0,0,0,0,1
2291,22,1,2,4,0,0,0,0,0,0,1
2292,23,1,7,4,1301,0,0,0,0,8,1
2293,23,1,19,3,0,0,0,0,0,128,1
2294,23,1,18,5,1201,2101,0,0,0,256,0
2295,23,1,10,5,1351,0,0,0,0,0,0
2296,24,1,14,0,0,0,0,0,0,0,2
2297,24,1,12,7,1715,0,0,0,0,0,0
2298,24,1,10,0,1710,0,0,0,0,0,3
2299,24,0,4,2,1715,0,57,0,0,0,0
2300,25,1,6,5,1204,0,0,0,0,0,1
2301,25,0,13,6,0,0,0,0,0,0,0
2302,25,0,2,2,0,0,0,0,0,0,3
2303,25,1,18,6,1251,0,0,0,0,0,2
2304,4001,0,14,6,0,0,0,0,0,0,2
2305,4001,1,12,4,0,0,0,0,0,0,0
2306,4001,0,4,1,0,0,0,0,0,0,3
2307,4001,1,17,1,0,0,0,0,0,0,3
2308,4002,0,3,8,1101,2101,57,0,0,0,1
2309,4002,0,18,3,1401,0,0,0,0,0,3
2310,4002,0,11,6,1162,0,0,0,0,0,1
2311,4002,1,8,6,1101,2101,57,0,0,0,1
2312,4003,1,7,8,1604,0,0,0,0,0,3
2313,4003,1,4,0,1604,0,0,12,0,0,2
2314,4003,0,14,8,0,0,0,184,0,0,1
2315,4003,1,11,2,0,0,57,12,0,0,0
2316,4004,1,4,8,0,0,0,0,0,0,2
2317,4004,0,10,7,1701,0,0,184,54,16,2
2318,4004,1,13,6,1715,0,0,0,0,0,1
2319,4004,1,14,4,1701,0,0,0,0,0,1
2320,4005,1,5,1,1516,2101,0,0,0,0,0
2321,4005,0,9,1,0,0,0,0,0,0,0
2322,4005,0,7,3,1801,0,0,0,0,0,2
2323,4005,0,5,8,0,2101,0,0,0,0,2
2324,4006,1,1,0,0,0,0,0,0,1024,2
2325,4006,0,17,3,1351,2101,0,12,0,512,2
2326,4006,0,13,8,1351,0,0,0,0,0,1
2327,4006,1,7,0,0,2101,0,0,0,256,0
2328,4007,1,12,4,0,0,57,0,0,0,0
2329,4007,0,14,4,0,0,0,0,0,0,1
2330,4007,1,15,7,1201,0,0,0,0,0,2
2331,4007,0,11,8,0,0,0,0,0,0,2
2332,4008,1,2,8,1162,2101,0,0,0,0,3
2333,4014,0,9,3,1101,2101,0,0,0,32,2
2334,4014,0,8,2,1162,2101,0,0,0,32,0
2335,4014,1,8,4,1451,0,0,0,0,32,2
2336,4009,1,3,0,1516,2101,0,0,0,0,3
2337,4009,1,7,4,1801,0,0,0,54,0,1
2338,4009,1,4,6,0,0,57,0,0,0,2
2339,4009,1,9,3,0,0,0,0,0,0,3
2340,4010,1,10,1,1601,0,0,0,0,0,1
2341,4010,1,16,4,0,0,0,0,0,0,0
2342,4010,1,4,5,1601,0,0,0,0,0,2
2343,4010,1,17,0,0,0,0,0,0,0,1
2344,4011,0,13,7,0,0,67,0,0,512,1
2345,4011,0,4,3,1201,0,0,0,0,8,1
2346,4011,1,1,4,1204,0,0,0,0,0,2
2347,4011,1,4,6,1351,2101,0,0,0,1024,2
2348,4012,1,14,1,1715,0,67,0,0,0,3
2349,4012,1,4,0,1715,0,0,0,0,0,0
2350,4012,1,12,7,1701,0,57,0,0,0,3
2351,4012,0,4,6,0,0,0,0,0,0,3
2352,4013,1,1,8,1251,0,0,184,0,0,3
2353,4013,1,19,0,1201,0,0,0,0,0,1
2354,4013,1,20,1,0,0,0,0,0,0,2
2355,4013,1,3,2,1251,0,0,0,0,0,3
2356,4014,1,12,0,1101,2101,0,12,54,32,1
2357,4014,1,10,4,1162,2101,102,0,0,32,0
2358,4014,1,4,7,0,0,0,0,0,32,2
2359,4014,1,7,0,1101,2101,102,0,0,32,1
2360,4015,0,7,0,1101,0,0,0,0,0,1
2361,4022,0,19,6,1101,0,57,0,0,32,0
2362,4022,1,5,2,1101,2101,0,0,0,32,3
2363,4022,0,3,4,0,2101,0,0,0,32,3
2364,4016,0,14,6,1516,2101,57,12,0,0,1
